,score,f_mother_age,f_mother_education_level,f_number_of_tech_at_home,f_extent_of_books_at_home,f_ESCS,f_frequency_of_books_at_home,f_extent_of_interest_in_interview,f_frequency_of_support_at_home
281,0.46533975975671693,0.4423076923076923,0.5,0.5,0.5,0.6880741120110913,0.8888888888888888,1.0,1.0
282,0.34488556254270863,0.28846153846153844,0.5,0.25,0.25,0.43634621390769907,0.2222222222222222,0.8888888888888888,0.9166666666666666
283,0.37441613542198277,0.4807692307692308,0.5,0.25,0.25,0.49344382881968013,0.6666666666666666,0.2222222222222222,0.9166666666666666
284,0.41233752191809087,0.4230769230769231,0.625,0.4,0.75,0.5728488117798918,1.0,0.7777777777777777,0.8333333333333334
285,0.42201577237560595,0.5192307692307693,0.625,0.2,0.5,0.42029766700551585,1.0,0.6666666666666666,0.9166666666666666
287,0.6254071605893263,0.4423076923076923,0.125,0.3,0.5,0.2650797776997983,0.7777777777777777,1.0,1.0
288,0.428283512282163,0.5,0.375,0.4,0.75,0.5519965484587877,1.0,0.8888888888888888,0.75
289,0.12712029340276276,0.5,0.375,0.25,0.5,0.40927321766983765,0.6666666666666666,0.111111111111111,1.0
290,0.82123456774868,0.17307692307692307,0.25,0.2,0.5,0.2913838085920913,0.7777777777777777,0.4444444444444443,1.0
291,0.7098166788794248,0.40384615384615385,0.625,0.35,0.25,0.28845861191057354,0.4444444444444443,0.5555555555555555,0.75
292,0.5729033701034151,0.38461538461538464,0.75,0.25,0.25,0.39701800689515815,0.6666666666666666,1.0,0.8333333333333334
296,0.5340138187461925,0.3269230769230769,0.375,0.15,0.75,0.6817638002647055,0.6666666666666666,1.0,0.75
297,0.4292529128355058,0.4807692307692308,0.75,0.45,0.5,0.6259568784740868,0.7777777777777777,1.0,1.0
298,0.6596889700875981,0.5769230769230769,0.75,0.45,0.75,0.6817638002647055,0.7777777777777777,0.2222222222222222,0.75
299,0.6534671052550283,0.5,0.625,0.5,0.5,0.3640535143928201,0.7777777777777777,0.4444444444444443,0.8333333333333334
300,0.3657210325938539,0.5769230769230769,0.375,0.15,0.75,0.6817638002647055,0.7777777777777777,0.2222222222222222,0.75
301,0.6133846475126132,0.34615384615384615,0.5,0.3,0.0,0.37667394839191365,0.5555555555555555,1.0,0.8333333333333334
304,0.3450732332999285,0.3076923076923077,0.5,0.35,0.0,0.34552980106781417,1.0,0.4444444444444443,0.25
305,0.7062725591062485,0.38461538461538464,0.75,0.25,0.5,0.5554451439058058,0.8888888888888888,0.5555555555555555,0.8333333333333334
306,0.29603494166914834,0.25,0.375,0.35,0.5,0.6880741120110913,0.7777777777777777,1.0,1.0
307,0.629804680307885,0.40384615384615385,0.875,0.4,1.0,0.8017877178122162,0.8888888888888888,1.0,0.9166666666666666
309,0.2651151418018617,0.36538461538461536,0.5,0.25,0.25,0.44672759060683287,0.8888888888888888,0.7777777777777777,0.9166666666666666
310,0.6196621184954706,0.5192307692307693,0.625,0.25,0.25,0.47936827286676204,0.6666666666666666,0.7777777777777777,1.0
312,0.222026399328772,0.25,0.375,0.2,0.25,0.41188926402894915,0.2222222222222222,1.0,0.75
313,0.5169961742968603,0.5961538461538461,0.5,0.7,0.5,0.6880741120110913,0.6666666666666666,0.7777777777777777,0.8333333333333334
314,0.5514457290151656,0.5769230769230769,0.625,0.25,0.75,0.5000896132830246,0.8888888888888888,0.4444444444444443,0.8333333333333334
316,0.38681151862867824,0.5961538461538461,0.375,0.7,0.75,0.5104710072088563,0.7777777777777777,0.5555555555555555,0.8333333333333334
317,0.5470380148357209,0.4807692307692308,0.625,0.1,0.25,0.30957194583995057,0.5555555555555555,0.8888888888888888,0.9166666666666666
318,0.5331282908028663,0.38461538461538464,0.875,0.15,0.75,0.5571872454217036,0.6666666666666666,0.8888888888888888,0.75
319,0.49973926893976367,0.40384615384615385,0.75,0.5,0.5,0.5634974538079014,0.6666666666666666,1.0,0.4166666666666667
320,0.5454952530883038,0.40384615384615385,0.375,0.2,0.25,0.4689868789409302,0.8888888888888888,1.0,0.8333333333333334
321,0.55921931436381,0.25,0.375,0.3,0.5,0.6154043889836645,0.5555555555555555,0.6666666666666666,1.0
322,0.5962735538384925,0.4230769230769231,0.25,0.4,0.0,0.15127659306904484,0.3333333333333333,0.6666666666666666,0.25
323,0.41946762053868775,0.5192307692307693,0.5,0.1,0.5,0.5063998561226184,0.4444444444444443,1.0,1.0
324,0.38448517354679507,0.17307692307692307,0.125,0.15,0.0,0.16165791808808463,0.2222222222222222,1.0,0.75
325,0.46249318824658986,0.5192307692307693,0.75,0.15,1.0,0.8017877178122162,0.8888888888888888,0.5555555555555555,1.0
326,0.5918159485853177,0.5384615384615384,0.375,0.15,0.25,0.5416565675149609,0.8888888888888888,1.0,0.75
328,0.290950222609955,0.28846153846153844,0.25,0.2,0.5,0.4055790384160534,1.0,1.0,1.0
329,0.4395099306405953,0.4807692307692308,0.375,0.6,0.75,0.4481827125606574,0.5555555555555555,1.0,1.0
330,0.6031423035527387,0.6730769230769231,0.75,0.25,1.0,0.7658929639791467,0.8888888888888888,1.0,1.0
331,0.364406256062615,0.38461538461538464,0.25,0.2,0.25,0.2628556387203113,0.7777777777777777,0.6666666666666666,0.75
332,0.5089250960441785,0.38461538461538464,0.75,0.2,0.5,0.5554451439058058,0.5555555555555555,0.2222222222222222,0.9166666666666666
333,0.6893616475731622,0.4230769230769231,0.375,0.15,1.0,0.6220501906737069,0.7777777777777777,0.111111111111111,0.6666666666666666
334,0.8103542976757865,0.4807692307692308,0.25,0.25,0.25,0.23171149139621186,0.7777777777777777,0.7777777777777777,1.0
335,0.5839231189366128,0.40384615384615385,0.75,0.25,0.5,0.6257857656827983,1.0,0.6666666666666666,0.9166666666666666
336,0.8732564382654341,0.4423076923076923,0.75,0.4,0.5,0.6117102097298802,0.8888888888888888,0.7777777777777777,1.0
337,0.4013424869294655,0.5192307692307693,0.375,0.55,0.0,0.34183562181402993,0.7777777777777777,0.6666666666666666,1.0
338,0.6244383778820976,0.4423076923076923,0.75,0.35,0.25,0.47936827286676204,0.8888888888888888,0.7777777777777777,0.8333333333333334
339,0.3211221197558766,0.28846153846153844,0.125,0.05,0.75,0.4378013186348256,0.6666666666666666,0.6666666666666666,1.0
340,0.555182925699062,0.46153846153846156,0.375,0.5,1.0,0.679147753905594,0.7777777777777777,0.6666666666666666,1.0
341,0.48990315880004404,0.3076923076923077,0.25,0.25,0.5,0.5323533064838019,0.3333333333333333,0.2222222222222222,0.4166666666666667
342,0.7394617077513738,0.23076923076923078,0.125,0.2,1.0,0.40518707935633486,0.7777777777777777,0.8888888888888888,0.9166666666666666
343,0.552949411995853,0.5769230769230769,0.25,0.35,1.0,0.5041607988226586,0.6666666666666666,0.6666666666666666,1.0
348,0.40776144467249836,0.28846153846153844,0.5,0.3,0.25,0.3740579020328021,0.7777777777777777,0.6666666666666666,1.0
349,0.6623980708372926,0.4807692307692308,0.75,0.35,1.0,0.7312759143371435,1.0,1.0,1.0
350,0.2932198803108508,0.3076923076923077,0.375,0.2,0.25,0.3392195754549184,0.8888888888888888,0.7777777777777777,0.9166666666666666
351,0.7847268131620994,0.4423076923076923,0.375,0.2,0.25,0.37036374000571587,0.8888888888888888,0.6666666666666666,1.0
352,0.505504545493863,0.5192307692307693,0.75,0.3,1.0,0.4937794048968268,0.5555555555555555,1.0,0.8333333333333334
353,0.5526692187830162,0.46153846153846156,0.5,0.2,0.75,0.6854580656519798,0.7777777777777777,1.0,0.8333333333333334
354,0.5634095467110198,0.36538461538461536,0.375,0.5,0.75,0.5104710072088563,0.6666666666666666,0.6666666666666666,0.8333333333333334
355,0.730136710809712,0.4423076923076923,0.75,0.5,0.75,0.7138722981431516,0.6666666666666666,1.0,1.0
356,0.3321437221274172,0.5,0.375,0.25,0.25,0.2976940514316851,0.2222222222222222,0.7777777777777777,1.0
357,0.43030803953720864,0.6538461538461539,0.25,0.2,0.25,0.29399987217790086,0.4444444444444443,1.0,1.0
358,0.4609238591162577,0.3269230769230769,0.25,0.25,0.25,0.403004405038947,0.7777777777777777,0.6666666666666666,0.9166666666666666
359,0.7274656075960473,0.5,0.75,0.55,0.75,0.6316086135557232,1.0,1.0,0.5
360,0.6068503070077342,0.17307692307692307,0.375,0.2,0.0,0.4093146306518428,0.4444444444444443,1.0,1.0
362,0.6224394912407957,0.5,0.625,0.2,1.0,0.7658929639791467,0.8888888888888888,0.4444444444444443,0.75
363,0.428784739942392,0.21153846153846154,0.875,0.25,0.0,0.30910258722609335,0.2222222222222222,0.2222222222222222,1.0
365,0.5336648901531392,0.5192307692307693,0.75,0.2,0.5,0.5436931766599604,1.0,0.0,1.0
368,0.27578009250392027,0.34615384615384615,0.375,0.3,0.0,0.4716029253000418,0.6666666666666666,0.8888888888888888,1.0
369,0.6404875485472583,0.5,0.375,0.25,0.75,0.5104710072088563,0.5555555555555555,1.0,1.0
370,0.6660229739899143,0.4230769230769231,0.875,0.3,0.75,0.7138722981431516,0.6666666666666666,0.6666666666666666,0.9166666666666666
372,0.5360743355373965,0.5192307692307693,0.25,0.25,0.75,0.6053999841169845,0.4444444444444443,0.6666666666666666,0.75
374,0.21910136136212832,0.38461538461538464,0.625,0.15,0.5,0.6257857656827983,0.6666666666666666,0.7777777777777777,0.9166666666666666
375,0.3411937775482137,0.21153846153846154,0.375,0.25,0.25,0.37036374000571587,0.6666666666666666,0.4444444444444443,1.0
376,0.7181616174222718,0.46153846153846156,0.375,0.05,0.25,0.3080754281308189,0.4444444444444443,1.0,1.0
378,0.6439178301738743,0.46153846153846156,0.625,0.4,0.5,0.6259568784740868,0.7777777777777777,0.5555555555555555,0.5833333333333334
380,0.32087513577168364,0.5576923076923077,0.125,0.05,0.75,0.25727298269767684,0.6666666666666666,0.5555555555555555,0.9166666666666666
382,0.5355476217249523,0.34615384615384615,0.375,0.2,0.75,0.5104710072088563,0.7777777777777777,0.6666666666666666,0.75
383,0.5208036509762586,0.4423076923076923,0.375,0.35,0.25,0.37036374000571587,0.2222222222222222,0.4444444444444443,1.0
384,0.2926999628056639,0.2692307692307692,0.25,0.05,0.0,0.16165791808808463,0.3333333333333333,0.6666666666666666,1.0
385,0.5768447649280889,0.38461538461538464,0.75,0.2,0.25,0.555732123467879,0.7777777777777777,0.7777777777777777,0.9166666666666666
388,0.540968449070327,0.4230769230769231,0.375,0.25,0.25,0.2976940514316851,0.3333333333333333,0.5555555555555555,1.0
389,0.5573725723281554,0.36538461538461536,0.5,0.25,0.25,0.3844392959586339,0.3333333333333333,0.7777777777777777,0.9166666666666666
390,0.3790635738937775,0.3269230769230769,0.5,0.45,0.0,0.37667394839191365,0.5555555555555555,1.0,1.0
391,0.48144731687967934,0.34615384615384615,0.625,0.7,0.0,0.24446682766738628,1.0,1.0,1.0
394,0.4455703831758032,0.3269230769230769,0.25,0.45,0.0,0.22764047812355784,0.2222222222222222,0.111111111111111,0.6666666666666666
395,0.3898900913547265,0.28846153846153844,0.0,0.2,0.5,0.3329093498420226,0.5555555555555555,0.4444444444444443,0.0833333333333333
396,0.52712622472546,0.36538461538461536,0.625,0.15,0.25,0.47936827286676204,0.6666666666666666,0.3333333333333333,0.9166666666666666
397,0.38113026914612436,0.4807692307692308,0.25,0.3,1.0,0.6754536607852998,0.8888888888888888,0.6666666666666666,0.9166666666666666
398,0.2824994779200335,0.3269230769230769,0.25,0.05,0.0,0.2239462127362836,0.3333333333333333,1.0,1.0
399,0.5760353865183506,0.4230769230769231,0.375,0.1,0.0,0.22764047812355784,0.0,1.0,1.0
400,0.37702730756256003,0.38461538461538464,0.5,0.05,0.25,0.44672759060683287,0.5555555555555555,0.5555555555555555,1.0
402,0.48595234182212704,0.3269230769230769,0.75,0.45,0.5,0.4441115442477213,0.5555555555555555,1.0,1.0
404,0.5727578673434964,0.28846153846153844,0.25,0.25,0.75,0.5104710072088563,0.8888888888888888,0.6666666666666666,0.9166666666666666
405,0.2624321450504966,0.25,0.25,0.3,0.25,0.23171149139621186,0.6666666666666666,1.0,1.0
406,0.3977866280801174,0.38461538461538464,0.25,0.25,0.25,0.29399987217790086,0.111111111111111,0.4444444444444443,0.8333333333333334
407,0.605175326191856,0.28846153846153844,0.125,0.2,0.5,0.5353463419020653,0.4444444444444443,1.0,0.75
408,0.582180947355804,0.3269230769230769,0.75,0.55,0.25,0.14830998340552184,0.6666666666666666,0.8888888888888888,0.8333333333333334
409,0.3393093468995864,0.40384615384615385,0.375,0.2,0.25,0.3080754281308189,0.5555555555555555,0.7777777777777777,1.0
411,0.5940119281370827,0.36538461538461536,0.625,0.25,0.25,0.5380414415783239,0.4444444444444443,0.6666666666666666,0.75
412,0.5601111752298079,0.4230769230769231,0.75,0.15,0.5,0.48493340933752493,1.0,1.0,0.75
414,0.4494493755429323,0.4230769230769231,0.625,0.2,0.5,0.2962239422505958,0.3333333333333333,1.0,0.9166666666666666
415,0.2966299274772231,0.23076923076923078,0.25,0.25,0.25,0.29399987217790086,0.2222222222222222,0.6666666666666666,0.9166666666666666
417,0.5737654198943977,0.38461538461538464,0.25,0.4,0.25,0.555732123467879,0.4444444444444443,1.0,0.75
418,0.4003370968399643,0.5,0.25,0.15,0.0,0.3003100805640986,0.2222222222222222,1.0,1.0
419,0.5566214259146902,0.4423076923076923,0.625,0.3,0.25,0.39701800689515815,0.3333333333333333,0.8888888888888888,0.5833333333333334
422,0.5423814631337401,0.4807692307692308,0.375,0.35,0.5,0.5390405211558494,0.8888888888888888,0.111111111111111,0.5833333333333334
423,0.29047401771735526,0.4423076923076923,0.375,0.15,0.5,0.45598945588268486,0.3333333333333333,0.5555555555555555,1.0
424,0.6341377895690276,0.40384615384615385,0.625,0.3,1.0,0.5805246494237757,0.8888888888888888,1.0,0.8333333333333334
427,0.6558356183342127,0.6153846153846154,0.5,0.6,0.75,0.5764534983375376,1.0,1.0,0.9166666666666666
428,0.6349539642860231,0.46153846153846156,0.375,0.3,0.5,0.4819429062438685,0.7777777777777777,0.8888888888888888,1.0
429,0.7526765093671648,0.28846153846153844,0.25,0.2,0.25,0.41188926402894915,0.6666666666666666,1.0,0.75
430,0.6221551275666871,0.4423076923076923,0.25,0.35,0.75,0.4793268598847569,0.3333333333333333,0.4444444444444443,0.8333333333333334
432,0.2541145461982075,0.36538461538461536,0.125,0.25,0.25,0.465292699687146,0.2222222222222222,0.3333333333333333,0.6666666666666666
433,0.6442238184619833,0.5576923076923077,0.75,0.1,1.0,0.4882381446294994,0.6666666666666666,1.0,0.3333333333333333
435,0.59488324561978,0.46153846153846156,0.5,0.35,0.25,0.43634621390769907,0.4444444444444443,0.8888888888888888,1.0
437,0.5639852248280226,0.34615384615384615,0.5,0.15,0.75,0.6335510960228206,0.5555555555555555,1.0,0.8333333333333334
438,0.6192181960623431,0.34615384615384615,0.375,0.2,0.5,0.4404173822206351,0.6666666666666666,0.5555555555555555,1.0
440,0.527356835787624,0.36538461538461536,0.375,0.15,0.25,0.5416565675149609,0.2222222222222222,0.4444444444444443,0.5
441,0.297350181584973,0.4807692307692308,0.25,0.3,0.0,0.2239462127362836,0.5555555555555555,0.6666666666666666,0.6666666666666666
442,0.6058115532280607,0.5,0.75,0.55,1.0,0.7658929639791467,0.5555555555555555,0.3333333333333333,1.0
443,0.332789680239922,0.5384615384615384,0.5,0.4,0.25,0.3740579020328021,1.0,0.6666666666666666,0.9166666666666666
444,0.24862297547274498,0.3269230769230769,0.125,0.15,1.0,0.4314910930219298,0.6666666666666666,0.7777777777777777,1.0
445,0.6855042798200338,0.36538461538461536,0.25,0.15,0.25,0.37036374000571587,0.4444444444444443,0.6666666666666666,1.0
446,0.6062452812003021,0.23076923076923078,0.5,0.4,0.25,0.44672759060683287,0.6666666666666666,0.6666666666666666,0.9166666666666666
447,0.33614705602504996,0.5384615384615384,0.25,0.25,0.5,0.3796255880548698,1.0,1.0,1.0
448,0.6877189492167565,0.4807692307692308,0.75,0.3,0.75,0.5571872454217036,0.8888888888888888,0.8888888888888888,0.8333333333333334
450,0.4617948676758978,0.3269230769230769,0.75,0.3,0.25,0.28845861191057354,0.7777777777777777,0.6666666666666666,0.6666666666666666
452,0.6470940225859825,0.5192307692307693,0.75,0.2,1.0,0.6131653144570067,0.5555555555555555,0.6666666666666666,0.8333333333333334
453,0.2581869243991138,0.5192307692307693,0.125,0.35,0.5,0.4208005487736917,0.5555555555555555,0.6666666666666666,0.9166666666666666
454,0.4449075887566837,0.19230769230769232,0.5,0.25,0.0,0.41819948964184495,0.2222222222222222,0.6666666666666666,1.0
456,0.4177354889572365,0.3076923076923077,0.25,0.15,1.0,0.5041607988226586,0.5555555555555555,0.7777777777777777,1.0
457,0.5968906276451537,0.5192307692307693,0.375,0.15,0.25,0.35998236330658206,0.5555555555555555,0.6666666666666666,0.9166666666666666
458,0.6364398841909242,0.5,0.75,0.2,1.0,0.8017877178122162,1.0,1.0,1.0
459,0.4708212904828221,0.23076923076923078,0.375,0.2,0.25,0.5416565675149609,0.4444444444444443,0.5555555555555555,0.9166666666666666
460,0.5254937208299404,0.2692307692307692,0.375,0.35,0.25,0.5416565675149609,0.7777777777777777,1.0,1.0
461,0.6707335872268967,0.3269230769230769,0.5,0.25,0.25,0.3844392959586339,1.0,0.4444444444444443,0.9166666666666666
462,0.4184844729093014,0.21153846153846154,0.25,0.3,0.25,0.23171149139621186,0.2222222222222222,0.7777777777777777,1.0
464,0.40475361532653786,0.38461538461538464,0.625,0.35,0.75,0.6433604946680787,1.0,0.6666666666666666,0.8333333333333334
467,0.7302261440347575,0.4807692307692308,0.25,0.2,0.0,0.33295076282402775,0.2222222222222222,0.6666666666666666,0.75
468,0.2713799469393757,0.5961538461538461,0.25,0.1,0.25,0.33552541342783215,0.111111111111111,0.6666666666666666,1.0
470,0.6229762450525972,0.40384615384615385,0.375,0.4,0.25,0.2976940514316851,0.3333333333333333,0.6666666666666666,0.75
471,0.5426270569641761,0.40384615384615385,0.625,0.2,0.5,0.43003598829480333,0.7777777777777777,1.0,0.8333333333333334
472,0.8345761822794321,0.46153846153846156,0.625,0.5,1.0,0.6895292511916139,0.8888888888888888,1.0,0.9166666666666666
474,0.3078775070650703,0.4230769230769231,0.125,0.15,0.25,0.17945413072962133,0.6666666666666666,1.0,0.9166666666666666
475,0.30898484176343166,0.2692307692307692,0.125,0.4,0.25,0.29399987217790086,0.7777777777777777,1.0,1.0
476,0.3707030347365442,0.34615384615384615,0.375,0.15,0.5,0.5494219150816813,0.3333333333333333,0.8888888888888888,1.0
478,0.6162601033285842,0.4423076923076923,0.125,0.45,0.25,0.10678433879540251,0.7777777777777777,0.6666666666666666,0.75
480,0.5726049504302062,0.38461538461538464,0.75,0.2,1.0,0.7658929639791467,0.8888888888888888,1.0,1.0
481,0.3524744119031761,0.19230769230769232,0.5,0.4,0.0,0.3040042598178828,0.3333333333333333,0.7777777777777777,1.0
482,0.571826155403126,0.36538461538461536,0.75,0.4,0.25,0.4557777742175936,0.8888888888888888,1.0,1.0
484,0.4988613096113377,0.40384615384615385,0.5,0.3,0.5,0.6154043889836645,0.7777777777777777,1.0,0.9166666666666666
485,0.4375201572294791,0.3076923076923077,0.125,0.15,0.0,0.33295076282402775,0.4444444444444443,0.6666666666666666,1.0
486,0.6376326361145881,0.5769230769230769,0.25,0.3,1.0,0.4314910930219298,0.2222222222222222,0.7777777777777777,0.6666666666666666
487,0.27743622901331216,0.38461538461538464,0.625,0.3,0.25,0.3441341973555985,0.111111111111111,0.6666666666666666,0.75
489,0.21485629517227403,0.3076923076923077,0.125,0.2,0.0,0.10940038515451404,0.111111111111111,1.0,1.0
490,0.5071368949278541,0.4423076923076923,0.875,0.6,1.0,1.0,0.8888888888888888,0.4444444444444443,1.0
491,0.6369852878483262,0.4230769230769231,0.375,0.3,0.5,0.43003598829480333,1.0,1.0,1.0
493,0.380611278410109,0.34615384615384615,0.5,0.3,0.25,0.555732123467879,1.0,1.0,1.0
494,0.15321023573300643,0.46153846153846156,0.375,0.25,0.0,0.22764047812355784,0.3333333333333333,0.6666666666666666,0.9166666666666666
495,0.31414679158691305,0.36538461538461536,0.25,0.25,0.0,0.16165791808808463,0.6666666666666666,1.0,0.75
496,0.20826727528627897,0.21153846153846154,0.375,0.15,0.25,0.41188926402894915,0.5555555555555555,1.0,1.0
497,0.3223871596749141,0.5961538461538461,0.25,0.1,0.0,0.2239462127362836,0.2222222222222222,0.7777777777777777,0.8333333333333334
499,0.4813850688836632,0.36538461538461536,0.375,0.75,0.25,0.48825313185676417,0.6666666666666666,1.0,1.0
500,0.4472291455311808,0.5384615384615384,0.125,0.25,0.5,0.4404173822206351,0.6666666666666666,0.7777777777777777,0.9166666666666666
